,period,stateid,sectorid,price,revenue,sales,GDP
7053,2004,MAT,RES,11.81,14890.128,126062.39,12217.193198
7055,2004,MAT,IND,6.62,5266.31,79543.843,12217.193198
7056,2004,MAT,COM,10.98,17220.845,156806.922,12217.193198
7057,2004,MAT,ALL,10.29,37679.071,366176.369,12217.193198
7058,2004,NEW,TRA,5.48,32.687,596.436,12217.193198
7059,2004,NEW,RES,11.91,5560.179,46702.615,12217.193198
7061,2004,NEW,IND,8.22,1995.178,24266.603,12217.193198
7062,2004,NEW,COM,10.61,5696.294,53683.299,12217.193198
7063,2004,NEW,ALL,10.61,13284.338,125248.953,12217.193198
7065,2004,WY,RES,7.21,163.124,2261.814,12217.193198
7067,2004,WY,IND,3.91,308.119,7884.365,12217.193198
7068,2003,VT,IND,8.05,117.483,1460.013,11456.442041
7069,2003,OK,ALL,6.35,3200.631,50428.168,11456.442041
7070,2003,OH,TRA,6.17,0.278,4.507,11456.442041
7071,2003,OH,RES,8.26,4100.423,49620.578,11456.442041
7073,2003,OH,IND,4.79,2767.674,57827.582,11456.442041
7074,2003,OH,COM,7.55,3377.409,44736.571,11456.442041
7075,2003,OH,ALL,6.73,10245.784,152189.238,11456.442041
7077,2003,ND,RES,6.49,240.596,3707.436,11456.442041
7079,2003,ND,IND,3.96,117.053,2953.603,11456.442041
7080,2003,ND,COM,5.64,214.224,3800.069,11456.442041
7081,2003,ND,ALL,5.47,571.873,10461.108,11456.442041
7083,2003,NC,RES,8.32,4106.255,49348.767,11456.442041
7085,2003,NC,IND,4.79,1453.39,30314.336,11456.442041
7086,2003,NC,COM,6.65,2769.773,41672.018,11456.442041
7087,2003,NC,ALL,6.86,8329.418,121335.121,11456.442041
7088,2003,NY,TRA,9.38,252.191,2689.121,11456.442041
7089,2003,NY,RES,14.31,6742.612,47115.887,11456.442041
7091,2003,NY,IND,7.14,1552.26,21744.508,11456.442041
7092,2003,NY,COM,12.93,9372.473,72495.187,11456.442041
7093,2003,NY,ALL,12.44,17919.536,144044.703,11456.442041
7095,2003,NM,RES,8.69,470.965,5418.038,11456.442041
7097,2003,NM,IND,4.95,289.527,5849.217,11456.442041
7098,2003,NM,COM,7.36,593.171,8063.236,11456.442041
7099,2003,NM,ALL,7.0,1353.663,19330.491,11456.442041
7100,2003,NJ,TRA,7.15,13.182,184.357,11456.442041
7101,2003,NJ,RES,10.67,2921.307,27367.126,11456.442041
7103,2003,NJ,IND,7.99,975.6,12214.748,11456.442041
7104,2003,NJ,COM,9.11,3334.501,36616.281,11456.442041
7105,2003,NJ,ALL,9.48,7244.59,76382.512,11456.442041
7107,2003,NH,RES,11.98,509.432,4251.834,11456.442041
7109,2003,NH,IND,9.75,234.189,2402.891,11456.442041
7110,2003,NH,COM,10.3,444.673,4317.817,11456.442041
7111,2003,NH,ALL,10.83,1188.294,10972.542,11456.442041
7113,2003,NV,RES,9.02,932.216,10339.935,11456.442041
7115,2003,NV,IND,7.3,849.02,11623.785,11456.442041
7116,2003,NV,COM,8.79,717.57,8167.94,11456.442041
7117,2003,NV,ALL,8.29,2498.806,30131.66,11456.442041
7119,2003,NE,RES,6.87,607.759,8852.219,11456.442041
7121,2003,NE,IND,4.18,351.922,8421.411,11456.442041
7122,2003,NE,COM,5.81,498.626,8582.936,11456.442041
7123,2003,NE,ALL,5.64,1458.307,25856.566,11456.442041
7125,2003,MT,RES,7.56,311.334,4120.15,11456.442041
7127,2003,MT,IND,4.03,172.081,4266.98,11456.442041
7128,2003,MT,COM,6.85,303.797,4437.53,11456.442041
7129,2003,MT,ALL,6.14,787.212,12824.66,11456.442041
7131,2003,MO,RES,6.96,2185.963,31421.927,11456.442041
7133,2003,MO,IND,4.49,666.59,14830.6,11456.442041
7134,2003,MO,COM,5.78,1617.635,27987.361,11456.442041
7135,2003,MO,ALL,6.02,4470.188,74239.888,11456.442041
7138,2003,SAT,RES,8.1,25955.787,320560.579,11456.442041
7140,2003,SAT,IND,4.47,7949.341,177688.694,11456.442041
7141,2003,SAT,COM,6.7,17719.479,264610.406,11456.442041
7142,2003,SAT,ALL,6.77,51698.136,764055.778,11456.442041
7144,2003,WNC,RES,7.42,6957.885,93729.018,11456.442041
7146,2003,WNC,IND,4.34,3341.628,76933.35,11456.442041
7147,2003,WNC,COM,6.02,5420.418,90005.197,11456.442041
7148,2003,WNC,ALL,6.03,15719.931,260667.565,11456.442041
7149,2003,ENC,TRA,5.97,30.326,508.26,11456.442041
7150,2003,ENC,RES,8.15,14544.777,178541.705,11456.442041
7152,2003,ENC,IND,4.63,9907.214,213787.374,11456.442041
7153,2003,ENC,COM,7.22,12438.326,172186.256,11456.442041
7154,2003,ENC,ALL,6.53,36920.643,565023.595,11456.442041
7155,2003,MAT,TRA,8.94,321.95,3600.34,11456.442041
7156,2003,MAT,RES,11.62,14424.074,124134.014,11456.442041
7158,2003,MAT,IND,6.49,5242.939,80732.695,11456.442041
7159,2003,MAT,COM,10.79,16431.19,152329.294,11456.442041
7160,2003,MAT,ALL,10.09,36420.153,360796.343,11456.442041
7161,2003,NEW,TRA,5.53,26.775,483.896,11456.442041
7162,2003,NEW,RES,11.68,5400.262,46249.511,11456.442041
7163,2003,US,TRA,7.54,513.595,6809.728,11456.442041
7164,2003,US,RES,8.72,111248.934,1275823.91,11456.442041
7166,2003,US,IND,5.11,51740.93,1012373.247,11456.442041
7167,2003,US,COM,8.03,96263.394,1198727.601,11456.442041
7168,2003,US,ALL,7.44,259766.853,3493734.486,11456.442041
7170,2003,PACN,RES,14.85,744.617,5014.633,11456.442041
7172,2003,PACN,IND,11.23,555.845,4949.734,11456.442041
7173,2003,PACN,COM,13.15,787.707,5990.151,11456.442041
7174,2003,PACN,ALL,13.09,2088.169,15954.518,11456.442041
7175,2003,PACC,TRA,5.85,50.632,866.204,11456.442041
7176,2003,PACC,RES,10.11,13403.975,132533.504,11456.442041
7178,2003,PACC,IND,7.75,6207.577,80049.479,11456.442041
7179,2003,PACC,COM,10.69,16360.841,153100.36,11456.442041
7180,2003,PACC,ALL,9.83,36023.025,366549.547,11456.442041
7181,2003,MTN,TRA,6.8,4.221,62.086,11456.442041
7182,2003,MTN,RES,8.02,6408.627,79886.834,11456.442041
7184,2003,MTN,IND,5.01,3393.16,67722.819,11456.442041
7185,2003,MTN,COM,6.84,5712.27,83522.148,11456.442041
7186,2003,MTN,ALL,6.71,15518.278,231193.887,11456.442041
7187,2003,WSC,TRA,6.64,6.162,92.843,11456.442041
7188,2003,WSC,RES,8.61,15988.816,185687.399,11456.442041
7190,2003,WSC,IND,5.14,8326.148,162047.241,11456.442041
7191,2003,WSC,COM,7.44,10876.71,146164.221,11456.442041
7192,2003,WSC,ALL,7.13,35197.836,493991.704,11456.442041
7194,2003,ESC,RES,6.78,7420.114,109486.713,11456.442041
7196,2003,ESC,IND,3.86,4788.297,124146.507,11456.442041
7197,2003,ESC,COM,6.52,5111.207,78430.32,11456.442041
7198,2003,ESC,ALL,5.55,17319.618,312063.54,11456.442041
7199,2003,SAT,TRA,6.15,73.529,1196.099,11456.442041
7201,2003,VT,RES,12.82,257.866,2011.389,11456.442041
7202,2003,ID,IND,4.16,360.226,8662.593,11456.442041
7204,2003,ID,RES,6.24,442.569,7089.744,11456.442041
7206,2003,IL,ALL,6.86,9353.328,136247.891,11456.442041
7207,2003,IL,COM,7.3,3617.618,49560.841,11456.442041
7208,2003,IL,IND,4.86,2091.506,43041.769,11456.442041
7210,2003,IL,RES,8.38,3615.807,43161.332,11456.442041
7211,2003,IL,TRA,5.87,28.397,483.949,11456.442041
7212,2003,IN,ALL,5.37,5392.659,100467.779,11456.442041
7213,2003,IN,COM,6.12,1374.38,22441.376,11456.442041
7214,2003,IN,IND,3.92,1854.728,47283.82,11456.442041
7216,2003,IN,RES,7.04,2162.179,30726.178,11456.442041
7217,2003,IN,TRA,8.36,1.372,16.405,11456.442041
7218,2003,IA,ALL,6.11,2519.303,41207.284,11456.442041
7219,2003,IA,COM,6.24,726.471,11637.018,11456.442041
7220,2003,IA,IND,4.16,698.856,16802.715,11456.442041
7222,2003,IA,RES,8.57,1093.976,12767.551,11456.442041
7224,2003,KS,ALL,6.35,2332.531,36735.39,11456.442041
7225,2003,KS,COM,6.42,882.456,13751.156,11456.442041
7226,2003,KS,IND,4.61,479.051,10381.938,11456.442041
7228,2003,KS,RES,7.71,971.024,12602.296,11456.442041
7230,2003,KY,ALL,4.42,3763.129,85219.631,11456.442041
7231,2003,KY,COM,5.37,963.227,17945.819,11456.442041
7232,2003,KY,IND,3.21,1364.865,42570.167,11456.442041
7234,2003,KY,RES,5.81,1435.037,24703.645,11456.442041
7236,2003,LA,ALL,6.93,5387.021,77769.322,11456.442041
7237,2003,LA,COM,7.42,1627.717,21943.667,11456.442041
7238,2003,LA,IND,5.57,1518.432,27250.507,11456.442041
7240,2003,LA,RES,7.84,2240.664,28572.305,11456.442041
7241,2003,LA,TRA,7.32,0.208,2.843,11456.442041
7242,2003,ME,ALL,9.79,1172.232,11971.837,11456.442041
7243,2003,ME,COM,10.34,409.439,3959.394,11456.442041
7244,2003,ME,IND,6.35,240.892,3793.491,11456.442041
7246,2003,ME,RES,12.37,521.901,4218.952,11456.442041
7248,2003,MD,ALL,6.45,4593.808,71258.583,11456.442041
7249,2003,MD,COM,6.95,1177.81,16950.347,11456.442041
7250,2003,MD,IND,4.89,1328.856,27175.526,11456.442041
7252,2003,MD,RES,7.73,2060.483,26671.274,11456.442041
7253,2003,MD,TRA,5.78,26.659,461.436,11456.442041
7254,2003,MA,ALL,10.56,5861.922,55514.357,11456.442041
7255,2003,MA,COM,10.48,2686.752,25647.839,11456.442041
7256,2003,MA,IND,8.93,891.355,9984.161,11456.442041
7258,2003,AK,ALL,10.5,584.243,5563.682,11456.442041
7259,2003,AK,COM,10.49,259.408,2473.028,11456.442041
7260,2003,AK,IND,7.86,86.77,1103.645,11456.442041
7262,2003,AK,RES,11.98,238.065,1987.009,11456.442041
7264,2003,AZ,ALL,7.34,4705.515,64079.56,11456.442041
7265,2003,AZ,COM,7.09,1803.209,25424.54,11456.442041
7266,2003,AZ,IND,5.37,586.597,10913.5,11456.442041
7268,2003,AZ,RES,8.35,2315.709,27741.52,11456.442041
7270,2003,AR,ALL,5.57,2399.48,43108.259,11456.442041
7271,2003,AR,COM,5.54,585.091,10568.019,11456.442041
7272,2003,AR,IND,4.04,684.562,16941.939,11456.442041
7274,2003,AR,RES,7.24,1129.827,15598.301,11456.442041
7276,2003,CA,ALL,11.78,28647.642,243221.316,11456.442041
7277,2003,CA,COM,12.48,13672.048,109577.674,11456.442041
7278,2003,CA,IND,9.59,4787.14,49908.922,11456.442041
7280,2003,CA,RES,12.23,10141.558,82925.899,11456.442041
7281,2003,CA,TRA,5.8,46.896,808.821,11456.442041
7282,2003,CO,ALL,6.77,3146.119,46494.645,11456.442041
7283,2003,CO,COM,6.6,1297.891,19656.729,11456.442041
7284,2003,CO,IND,5.1,565.032,11075.619,11456.442041
7286,2003,CO,RES,8.14,1280.454,15724.839,11456.442041
7287,2003,CO,TRA,7.32,2.742,37.458,11456.442041
7288,2003,CT,ALL,10.16,3234.508,31830.218,11456.442041
7289,2003,CT,COM,9.93,1299.905,13093.634,11456.442041
7290,2003,CT,IND,7.99,428.664,5365.918,11456.442041
7292,2003,CT,RES,11.31,1491.094,13178.336,11456.442041
7293,2003,CT,TRA,7.72,14.845,192.33,11456.442041
7294,2003,DE,ALL,6.96,877.038,12599.59,11456.442041
7295,2003,DE,COM,7.31,284.248,3886.166,11456.442041
7296,2003,DE,IND,5.15,232.744,4523.034,11456.442041
7298,2003,DE,RES,8.59,360.046,4190.39,11456.442041
7300,2003,DC,ALL,7.4,809.649,10946.383,11456.442041
7301,2003,DC,COM,7.35,635.376,8639.346,11456.442041
7302,2003,DC,IND,5.57,14.881,267.248,11456.442041
7304,2003,DC,RES,7.84,137.577,1754.304,11456.442041
7305,2003,OK,COM,6.38,1082.721,16958.301,11456.442041
7306,2003,OK,IND,4.59,610.925,13307.9,11456.442041
7308,2003,OK,RES,7.47,1506.985,20161.967,11456.442041
7310,2003,OR,ALL,6.18,2794.942,45194.73,11456.442041
7311,2003,OR,COM,6.38,987.527,15483.362,11456.442041
7312,2003,OR,IND,4.63,554.251,11960.528,11456.442041
7313,2003,DC,TRA,7.64,21.815,285.485,11456.442041
7314,2003,FL,ALL,7.72,16774.212,217378.622,11456.442041
7315,2003,FL,COM,7.13,6082.671,85256.748,11456.442041
7316,2003,FL,IND,5.41,1048.419,19374.815,11456.442041
7318,2003,FL,RES,8.55,9636.112,112649.865,11456.442041
7319,2003,FL,TRA,7.21,7.01,97.194,11456.442041
7320,2003,GA,ALL,6.32,7815.597,123676.657,11456.442041
7321,2003,GA,COM,6.66,2699.302,40554.073,11456.442041
7322,2003,GA,IND,4.02,1396.962,34768.042,11456.442041
7324,2003,GA,RES,7.7,3710.663,48174.23,11456.442041
7325,2003,GA,TRA,4.81,8.67,180.312,11456.442041
7326,2003,HI,ALL,14.47,1503.926,10390.836,11456.442041
7327,2003,HI,COM,15.02,528.299,3517.123,11456.442041
7328,2003,HI,IND,12.2,469.075,3846.089,11456.442041
7330,2003,HI,RES,16.73,506.552,3027.624,11456.442041
7332,2003,ID,ALL,5.22,1106.765,21218.685,11456.442041
7333,2003,ID,COM,5.56,303.97,5466.348,11456.442041
7334,2003,MA,RES,11.6,2271.885,19590.791,11456.442041
7335,2003,MA,TRA,4.09,11.93,291.566,11456.442041
7336,2003,MI,ALL,6.85,7460.829,108877.193,11456.442041
7337,2003,MI,COM,7.55,2671.529,35391.365,11456.442041
7338,2003,MI,IND,4.96,1975.944,39812.955,11456.442041
7340,2003,MI,RES,8.35,2813.077,33669.474,11456.442041
7341,2003,MI,TRA,8.21,0.279,3.399,11456.442041
7342,2003,MN,ALL,6.01,3790.736,63087.339,11456.442041
7343,2003,MN,COM,6.12,1256.889,20533.286,11456.442041
7344,2003,MN,IND,4.36,954.789,21916.302,11456.442041
7346,2003,MN,RES,7.65,1579.058,20637.751,11456.442041
7348,2003,MS,ALL,6.46,2940.416,45543.881,11456.442041
7349,2003,MS,COM,7.25,913.348,12592.85,11456.442041
7350,2003,MS,IND,4.48,684.468,15281.322,11456.442041
7352,2003,MS,RES,7.6,1342.6,17669.709,11456.442041
7354,2003,OR,RES,7.06,1252.144,17735.56,11456.442041
7355,2003,OR,TRA,6.68,1.02,15.28,11456.442041
7356,2003,PA,ALL,8.02,11256.027,140369.128,11456.442041
7357,2003,PA,COM,8.62,3724.216,43217.826,11456.442041
7358,2003,PA,IND,5.8,2715.079,46773.439,11456.442041
7360,2003,PA,RES,9.59,4760.155,49651.001,11456.442041
7361,2003,PA,TRA,7.78,56.577,726.862,11456.442041
7362,2003,RI,ALL,10.47,816.404,7796.626,11456.442041
7363,2003,RI,COM,10.09,352.122,3489.537,11456.442041
7364,2003,RI,IND,8.88,116.198,1308.88,11456.442041
7366,2003,RI,RES,11.61,348.084,2998.209,11456.442041
7368,2003,SC,ALL,6.08,4684.41,77054.098,11456.442041
7369,2003,SC,COM,6.81,1316.126,19336.129,11456.442041
7370,2003,SC,IND,4.0,1251.102,31296.33,11456.442041
7372,2003,SC,RES,8.01,2117.182,26421.639,11456.442041
7374,2003,SD,ALL,6.35,576.993,9079.99,11456.442041
7375,2003,SD,COM,6.04,224.117,3713.371,11456.442041
7376,2003,SD,IND,4.51,73.367,1626.781,11456.442041
7378,2003,SD,RES,7.47,279.509,3739.838,11456.442041
7380,2003,TN,ALL,5.84,5686.928,97455.808,11456.442041
7381,2003,TN,COM,6.68,1835.631,27481.018,11456.442041
7382,2003,TN,IND,4.29,1383.846,32277.849,11456.442041
7384,2003,TN,RES,6.55,2467.451,37696.941,11456.442041
7386,2003,TX,ALL,7.5,24210.704,322685.955,11456.442041
7387,2003,TX,COM,7.84,7581.181,96694.234,11456.442041
7388,2003,TX,IND,5.27,5512.229,104546.895,11456.442041
7390,2003,TX,RES,9.16,11111.34,121354.826,11456.442041
7391,2003,TX,TRA,6.62,5.954,90.0,11456.442041
7392,2003,UT,ALL,5.41,1289.928,23860.35,11456.442041
7393,2003,UT,COM,5.59,504.133,9023.642,11456.442041
7394,2003,UT,IND,3.79,289.882,7645.673,11456.442041
7396,2003,UT,RES,6.9,494.434,7166.407,11456.442041
7397,2003,UT,TRA,6.01,1.479,24.628,11456.442041
7398,2003,VT,ALL,10.98,587.704,5352.429,11456.442041
7399,2003,VT,COM,11.29,212.355,1881.027,11456.442041
7400,2003,AL,ALL,5.88,4929.145,83844.22,11456.442041
7401,2003,AL,COM,6.85,1399.001,20410.633,11456.442041
7402,2003,AL,IND,3.98,1355.118,34017.169,11456.442041
7404,2003,AL,RES,7.39,2175.026,29416.418,11456.442041
7407,2003,VA,ALL,6.27,6363.727,101509.731,11456.442041
7408,2003,VA,COM,5.74,2365.003,41179.139,11456.442041
7409,2003,VA,IND,4.23,815.395,19282.214,11456.442041
7411,2003,VA,RES,7.76,3173.954,40876.706,11456.442041
7412,2003,VA,TRA,5.46,9.375,171.672,11456.442041
7413,2003,WA,ALL,5.86,4580.441,78133.501,11456.442041
7414,2003,WA,COM,6.07,1701.266,28039.324,11456.442041
7415,2003,WA,IND,4.76,866.186,18180.029,11456.442041
7417,2003,WA,RES,6.31,2010.273,31872.045,11456.442041
7418,2003,WA,TRA,6.45,2.716,42.103,11456.442041
7419,2003,WV,ALL,5.13,1450.277,28296.993,11456.442041
7420,2003,WV,COM,5.45,389.17,7136.44,11456.442041
7421,2003,WV,IND,3.81,407.592,10687.149,11456.442041
7423,2003,WV,RES,6.24,653.515,10473.404,11456.442041
7425,2003,WI,ALL,6.64,4468.043,67241.494,11456.442041
7426,2003,WI,COM,6.97,1397.39,20056.103,11456.442041
7427,2003,WI,IND,4.71,1217.362,25821.248,11456.442041
7429,2003,WI,RES,8.67,1853.291,21364.143,11456.442041
7431,2003,WY,ALL,4.76,630.27,13253.836,11456.442041
7432,2003,WY,COM,5.74,188.529,3282.183,11456.442041
7433,2003,WY,IND,3.65,280.795,7685.452,11456.442041
7435,2003,WY,RES,7.04,160.946,2286.201,11456.442041
7437,2003,NEW,ALL,10.42,12861.064,123438.009,11456.442041
7438,2003,NEW,COM,10.32,5405.246,52389.248,11456.442041
7439,2003,NEW,IND,8.34,2028.781,24315.354,11456.442041
7440,2002,AR,OTH,6.52,47.681,731.093,10929.112955
7441,2002,ND,ALL,5.45,557.023,10219.353,10929.112955
7443,2002,NC,RES,8.19,4085.367,49854.417,10929.112955
7444,2002,NC,OTH,6.7,145.639,2174.149,10929.112955
7445,2002,NC,IND,4.7,1473.598,31381.089,10929.112955
7446,2002,NC,COM,6.51,2558.701,39276.813,10929.112955
7447,2002,NC,ALL,6.74,8263.305,122686.468,10929.112955
7449,2002,NY,RES,13.55,6294.512,46457.03,10929.112955
7450,2002,NY,OTH,8.68,1177.265,13564.563,10929.112955
7451,2002,NY,IND,5.18,1301.942,25148.005,10929.112955
7452,2002,NY,COM,12.33,7680.734,62270.518,10929.112955
7453,2002,NY,ALL,11.16,16454.453,147440.116,10929.112955
7455,2002,NM,RES,8.5,445.356,5238.134,10929.112955
7456,2002,NM,OTH,6.23,103.028,1653.484,10929.112955
7457,2002,NM,IND,4.48,237.924,5315.758,10929.112955
7458,2002,NM,COM,7.22,505.453,6999.541,10929.112955
7459,2002,NM,ALL,6.73,1291.761,19206.917,10929.112955
7461,2002,NJ,RES,10.38,2820.455,27171.374,10929.112955
7462,2002,SD,COM,6.24,191.21,3062.101,10929.112955
7463,2002,SD,ALL,6.26,559.851,8936.801,10929.112955
7465,2002,SC,RES,7.72,2069.025,26786.631,10929.112955
7466,2002,SC,OTH,6.44,61.199,950.056,10929.112955
7467,2002,SC,IND,3.85,1229.013,31926.073,10929.112955
7468,2002,SC,COM,6.48,1177.276,18156.632,10929.112955
7469,2002,SC,ALL,5.83,4536.513,77819.392,10929.112955
7471,2002,RI,RES,10.2,288.681,2828.887,10929.112955
7472,2002,RI,OTH,16.46,13.943,84.727,10929.112955
7473,2002,RI,IND,7.96,105.945,1331.242,10929.112955
7474,2002,RI,COM,8.65,286.973,3315.843,10929.112955
7475,2002,RI,ALL,9.2,695.542,7560.699,10929.112955
7477,2002,PA,RES,9.74,4747.365,48729.956,10929.112955
7478,2002,PA,OTH,11.59,158.67,1368.484,10929.112955
7479,2002,PA,IND,5.83,2747.36,47089.551,10929.112955
7480,2002,PA,COM,8.5,3622.688,42631.879,10929.112955
7481,2002,PA,ALL,8.06,11276.083,139819.87,10929.112955
7483,2002,OR,RES,7.12,1248.978,17553.984,10929.112955
7484,2002,OR,OTH,9.44,47.524,503.416,10929.112955
7485,2002,OR,IND,4.72,580.824,12295.887,10929.112955
7486,2002,OR,COM,6.59,982.155,14901.886,10929.112955
7487,2002,OR,ALL,6.32,2859.481,45255.173,10929.112955
7489,2002,OK,RES,6.73,1340.804,19927.272,10929.112955
7490,2002,OK,OTH,5.06,180.456,3563.604,10929.112955
7491,2002,OK,IND,3.81,490.904,12897.521,10929.112955
7492,2002,OK,COM,5.75,752.626,13097.069,10929.112955
7493,2002,OK,ALL,5.59,2764.79,49485.466,10929.112955
7495,2002,OH,RES,8.24,4193.307,50863.643,10929.112955
7496,2002,OH,OTH,5.42,224.616,4147.772,10929.112955
7497,2002,OH,IND,4.87,2845.281,58471.51,10929.112955
7498,2002,OH,COM,7.81,3119.398,39924.173,10929.112955
7499,2002,OH,ALL,6.77,10382.602,153407.098,10929.112955
7501,2002,ND,RES,6.39,234.081,3663.885,10929.112955
7502,2002,ND,OTH,3.68,19.002,515.749,10929.112955
7503,2002,ND,IND,3.98,104.821,2635.775,10929.112955
7504,2002,ND,COM,5.85,199.119,3403.944,10929.112955
7505,2002,AL,ALL,5.71,4744.542,83067.078,10929.112955
7506,2002,AR,IND,4.01,677.874,16886.708,10929.112955
7507,2002,AR,COM,5.68,528.117,9304.383,10929.112955
7508,2002,AR,ALL,5.61,2379.932,42449.558,10929.112955
7510,2002,AZ,RES,8.27,2184.7,26412.614,10929.112955
7511,2002,AZ,OTH,4.56,127.233,2790.652,10929.112955
7512,2002,AZ,IND,5.2,573.491,11026.379,10929.112955
7513,2002,AZ,COM,7.28,1628.646,22371.092,10929.112955
7514,2002,AZ,ALL,7.21,4514.07,62600.737,10929.112955
7516,2002,AK,RES,12.05,232.769,1932.217,10929.112955
7517,2002,AK,OTH,14.04,29.088,207.181,10929.112955
7518,2002,AK,IND,7.65,83.223,1087.855,10929.112955
7519,2002,AK,COM,10.13,226.791,2238.236,10929.112955
7520,2002,AK,ALL,10.46,571.871,5465.489,10929.112955
7522,2002,AL,RES,7.12,2138.395,30021.763,10929.112955
7523,2002,AL,OTH,7.46,57.021,764.117,10929.112955
7524,2002,AL,IND,3.82,1244.386,32615.34,10929.112955
7525,2002,AL,COM,6.63,1304.74,19665.858,10929.112955
7526,2002,NJ,OTH,14.81,77.893,526.112,10929.112955
7527,2002,NJ,IND,7.72,885.537,11475.853,10929.112955
7528,2002,NJ,COM,8.9,3154.787,35429.281,10929.112955
7529,2002,NJ,ALL,9.3,6938.672,74602.62,10929.112955
7531,2002,NH,RES,11.89,476.046,4002.52,10929.112955
7532,2002,NH,OTH,12.84,17.209,134.076,10929.112955
7533,2002,NH,IND,9.09,201.963,2222.292,10929.112955
7534,2002,NH,COM,10.06,405.019,4024.499,10929.112955
7535,2002,NH,ALL,10.6,1100.237,10383.387,10929.112955
7537,2002,NV,RES,9.43,914.611,9702.083,10929.112955
7538,2002,NV,OTH,6.54,38.723,591.721,10929.112955
7539,2002,NV,IND,7.25,824.237,11372.586,10929.112955
7540,2002,NV,COM,9.06,682.672,7537.882,10929.112955
7541,2002,NV,ALL,8.42,2460.243,29204.272,10929.112955
7543,2002,NE,RES,6.73,602.9,8956.037,10929.112955
7544,2002,NE,OTH,6.37,112.045,1757.833,10929.112955
7545,2002,NE,IND,3.89,293.929,7563.454,10929.112955
7546,2002,NE,COM,5.62,414.774,7383.737,10929.112955
7547,2002,NE,ALL,5.55,1423.648,25661.061,10929.112955
7549,2002,MT,RES,7.23,291.404,4030.664,10929.112955
7550,2002,MT,OTH,7.04,23.563,334.822,10929.112955
7551,2002,MT,IND,3.71,165.441,4462.794,10929.112955
7552,2002,MT,COM,6.28,251.251,4003.108,10929.112955
7553,2002,MT,ALL,5.7,731.659,12831.388,10929.112955
7555,2002,MO,RES,7.06,2238.09,31684.209,10929.112955
7556,2002,MO,OTH,6.2,73.094,1178.776,10929.112955
7557,2002,MO,IND,4.42,678.501,15341.437,10929.112955
7558,2002,MO,COM,5.88,1575.542,26796.207,10929.112955
7559,2002,MO,ALL,6.09,4565.227,75000.629,10929.112955
7561,2002,MS,RES,7.28,1299.12,17843.742,10929.112955
7562,2002,MS,OTH,8.76,71.33,814.557,10929.112955
7563,2002,MS,IND,4.4,660.844,15020.552,10929.112955
7564,2002,MS,COM,6.83,803.953,11772.999,10929.112955
7565,2002,MS,ALL,6.24,2835.247,45451.85,10929.112955
7567,2002,MN,RES,7.49,1531.48,20450.927,10929.112955
7568,2002,MN,OTH,7.36,54.47,740.085,10929.112955
7569,2002,MN,IND,4.07,874.721,21514.632,10929.112955
7570,2002,MN,COM,5.88,1143.281,19456.717,10929.112955
7571,2002,MN,ALL,5.8,3603.952,62162.361,10929.112955
7573,2002,MI,RES,8.28,2844.554,34336.161,10929.112955
7574,2002,MI,OTH,10.43,100.088,959.565,10929.112955
7575,2002,MI,IND,5.02,1684.308,33537.474,10929.112955
7576,2002,MI,COM,7.79,2794.428,35880.32,10929.112955
7577,2002,MI,ALL,7.09,7423.378,104713.52,10929.112955
7579,2002,MA,RES,10.93,2043.207,18694.666,10929.112955
7580,2002,MA,OTH,13.11,88.655,676.435,10929.112955
7581,2002,MA,IND,8.34,841.21,10086.842,10929.112955
7582,2002,MA,COM,10.02,2430.449,24249.594,10929.112955
7583,2002,MA,ALL,10.06,5403.521,53707.537,10929.112955
7585,2002,MD,RES,7.74,1973.019,25489.053,10929.112955
7586,2002,MD,OTH,9.42,91.578,972.057,10929.112955
7587,2002,MD,IND,4.01,836.298,20874.507,10929.112955
7588,2002,MD,COM,6.31,1327.858,21044.289,10929.112955
7589,2002,MD,ALL,6.18,4228.753,68379.906,10929.112955
7591,2002,ME,RES,12.74,515.153,4043.1,10929.112955
7592,2002,ME,OTH,23.39,13.856,59.251,10929.112955
7593,2002,ME,IND,7.05,250.188,3549.827,10929.112955
7594,2002,ME,COM,10.68,404.652,3789.18,10929.112955
7595,2002,ME,ALL,10.35,1183.849,11441.358,10929.112955
7597,2002,LA,RES,7.1,2000.355,28157.092,10929.112955
7598,2002,LA,OTH,7.05,194.251,2756.307,10929.112955
7599,2002,LA,IND,4.42,1310.197,29661.709,10929.112955
7600,2002,KY,OTH,4.61,154.958,3362.123,10929.112955
7601,2002,KY,IND,3.09,1352.62,43812.377,10929.112955
7602,2002,KY,COM,5.3,782.142,14745.178,10929.112955
7603,2002,KY,ALL,4.26,3720.965,87266.835,10929.112955
7605,2002,KS,RES,7.67,977.037,12745.301,10929.112955
7606,2002,KS,OTH,9.3,35.392,380.536,10929.112955
7607,2002,KS,IND,4.53,461.796,10195.483,10929.112955
7608,2002,KS,COM,6.28,841.207,13392.22,10929.112955
7609,2002,KS,ALL,6.31,2315.432,36713.54,10929.112955
7611,2002,IA,RES,8.35,1078.91,12920.571,10929.112955
7612,2002,IA,OTH,4.92,129.261,2626.314,10929.112955
7613,2002,IA,IND,4.06,672.309,16547.527,10929.112955
7614,2002,IA,COM,6.56,577.849,8803.131,10929.112955
7615,2002,IA,ALL,6.01,2458.329,40897.543,10929.112955
7617,2002,IN,RES,6.91,2182.577,31567.9,10929.112955
